"Common IMEI/MEID","Common Serial Number","Common Model Name","Common Market Name","Common SKU","Common Supported Services","Common Latest OS Version","Common Installed SPL","Common Enrollment Profile","Common License Name/Type","Common Tags","Common Buyer Code","Common Wifi Mac Address","Common Upload Source","Common Last Uploaded By","Common Last Seen","Common Last Modified Date","KME Device Status","KME EMM Auto Enrollment","KME Order Number","KME Submitted","KME OS Version","KME Tags","KME Lock Status","KME Last Seen","KME Last Modified","KFM Firmware","KFM Security Patch","KFM Operation Status","KFM Client Status","KFM Error Code","KFM Auto Enrollment","KFM Campaign","KFM Gradual Campaign Rollout Start","KFM Update Status","KFM EMM Group","KFM Emm Status","KFM Sales Code","KFM CSC","KFM Order Number","KFM OS Version","KFM Tags","KFM Last Seen","KFM Last Modified","KAI Device Status","KAI Device Group","KAI Auto Enrollment","KAI Permissions","KAI Battery Health","KAI Battery Status","KAI Device Health","KAI Firmware Version","KAI OS Version","KAI Tags","KAI Last Seen","KAI Last Modified","KC Profile","KC Service End Date","KC Device Status","KC Knox Version","KC Custom ID","KC OS Version","KC Tags","KC Last Seen","KC Last Modified"
"350842061123304","R92X40KRB8M","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:44","Reseller","Verizon Wireless","2024 Aug 29","2024 Aug 29","Enrolled (restricted)","On","P003101_2113036_50","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 29","2024 Aug 29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061125549","R92X40KRJ1X","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:31:04","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_182","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061122413","R92X40KR8JM","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2E:92","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_110","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123320","R92X40KRBAP","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:48","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_94","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061125705","R92X40KRJHR","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:31:24","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113036_146","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123213","R92X40KRAZV","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","Android 14","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:32","Reseller","Verizon Wireless","2024 Oct 23","2024 Oct 23","Enrolled (restricted)","On","P003101_2113056_198","2024 Jun 07","14","Drivers","UNLOCKED","2024 Oct 23","2024 Oct 23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"350842061123288","R92X40KRB6A","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:2F:40","Reseller","Verizon Wireless","2024 Aug 29","2024 Aug 29","Enrolled (restricted)","On","P003101_2113036_66","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 29","2024 Aug 29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"359548575712257","R95Y608HN4A","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAXAU","All services","Android 15","","Knox Manage - Trial 25 T-Mobile Tablets","KnoxSuiteTrial1758123134707364141924;Knox Suite Enterprise Plan","","","68:DF:E4:8C:8E:AC","Reseller","T-Mobile","2025 Sep 23","2025 Nov 20","DO enrollment","On","","2025 Sep 05","15","T-Mobile","UNLOCKED","2025 Sep 23","2025 Nov 20","","","Approved","Not enrolled","[] ","OFF","","","Not started","","","","","","","","","2026 Mar 05","Client not enrolled","","Disabled","","-","-","","-","-","","","2025 Sep 05","","","Unassigned","","","","","","2025 Sep 05"
"350842061109105","R92X40KQ17Y","SM-X218U","Galaxy Tab A9+ 5G","SM-X218UZAAVZW","All services","","","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","","9C:39:28:3A:24:2C","Reseller","Verizon Wireless","2024 Aug 30","2024 Aug 30","Enrolled (restricted)","On","P003101_2113056_134","2024 Jun 07","14","Drivers","UNLOCKED","2024 Aug 30","2024 Aug 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2024 Jun 07"
"356655901559402","R9ZL304Y58L","SM-X117U","Galaxy Tab A9","SM-X117UZAAVZW","All services","Android 16","2026-01-01","Knox Manage (Advanced)","Knox Suite - Essentials Plan Monthly VERIZON;Knox Suite Essentials Plan","","VZW","78:60:89:05:7F:7E","Reseller","Verizon Wireless","2026 Jun 05","2026 Jun 05","Enrolled (restricted)","On","VZW_1806301_4387028_14","2026 May 30","16","","UNLOCKED","2026 Jun 05","2026 Jun 05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unassigned","","","","","","2026 May 30"
